date,year,season,location,sampleID,sampleID.prefix,sampling,sky,startTime,dateTime.UTC,microhabitat,quadrat,lat,long,alt,depth,pH,wTemp,DO,light,flow,turb,cond,nitrate,alkalinity,phosphate,notes
2020-09-26,2020,Fall,Downstream,03DRFA20.DM,03DRFA20,macros,"foggy, sunny at end",11:41:00,2020-09-26T15:41:00Z,DM,1,42.31496997,-72.64118958,99.28780421,11,7.42,16.9,10.46110816,147.3040913,0.1319,13,201.3,NA,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DM,03DRFA20,macros,"foggy, sunny at end",11:41:00,2020-09-26T15:41:00Z,DM,2,42.3152504,-72.64104499,54.4024394,11,7.39,16.9,10.46341864,143.1522813,0.0203,15.2,207.5,NA,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSH,03DRFA20,macros,"foggy, sunny at end",10:35:00,2020-09-26T14:35:00Z,DSH,1,42.31536707,-72.64120297,46.49512175,14,7.31,16.8,10.16463325,7.063399914,0.0825,14.5,215.2,NA,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSH,03DRFA20,macros,"foggy, sunny at end",10:35:00,2020-09-26T14:35:00Z,DSH,2,42.31537275,-72.64119516,42.25121949,14.5,7.31,16.8,10.19307661,10.52412876,0.1023,11.5,217.2,NA,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSP,03DRFA20,macros,"foggy, sunny at end",10:20:00,2020-09-26T14:20:00Z,DSP,1,42.31534009,-72.64110658,55.48780488,11,7.35,17,9.934626075,43.24447277,0,20,223.1,NA,NA,NA,NA
2020-09-26,2020,Fall,Downstream,03DRFA20.DSP,03DRFA20,macros,"foggy, sunny at end",10:20:00,2020-09-26T14:20:00Z,DSP,2,42.3153546,-72.64103717,43.97804819,16,7.35,17,9.95184034,37.16757131,0,29.2,226.2,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USR,03URFA20,macros,cloudy,11:15:00,2020-09-27T15:15:00Z,USR,1,42.31924401,-72.65476432,46.11219546,16.5,7.48,17.2,10.42938439,77.03648057,0,10,229.8,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USR,03URFA20,macros,cloudy,11:15:00,2020-09-27T15:15:00Z,USR,2,42.319176,-72.6548127,54.50731724,10,7.55,17.2,10.52365673,100.3620236,0,53.3,219.4,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UFR,03URFA20,macros,cloudy,12:00:00,2020-09-27T16:00:00Z,UFR,1,42.31934813,-72.65464913,89.65853547,29,7.8,17.1,10.95355599,46.67149034,0,13,222.7,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UFR,03URFA20,macros,cloudy,11:35:00,2020-09-27T15:35:00Z,UFR,2,42.31924085,-72.6546361,66.21463422,25,7.74,17,10.82536767,46.2190495,0,23.8,219.6,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UM,03URFA20,macros,cloudy,11:35:00,2020-09-27T15:35:00Z,UM,1,42.31938081,-72.65485764,59.33684148,13,7.81,16.9,10.96019528,153.4643406,0.2584,9.2,223.9,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.UM,03URFA20,macros,cloudy,12:00:00,2020-09-27T16:00:00Z,UM,2,42.31925881,-72.65478311,67.01219624,13.5,7.78,16.9,10.96719808,177.0507458,0.192,19.8,223.6,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USH,03URFA20,macros,cloudy,12:45:00,2020-09-27T16:45:00Z,USH,1,42.32042461,-72.65365247,52.72682916,12.5,8.03,17.6,10.85944135,78.42041725,0,9.7,201.9,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USH,03URFA20,macros,cloudy,12:45:00,2020-09-27T16:45:00Z,USH,2,42.32051701,-72.6536895,52.69756075,17,8.03,17.4,11.02900541,71.75268129,0,9.4,203.6,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USU,03URFA20,macros,cloudy,12:25:00,2020-09-27T16:25:00Z,USU,1,42.3203673,-72.65359999,57.91219553,18,8.01,17.3,11.04507626,122.6850998,0.0535,6.4,200.7,NA,NA,NA,NA
2020-09-27,2020,Fall,Upstream,03URFA20.USU,03URFA20,macros,cloudy,12:25:00,2020-09-27T16:25:00Z,USU,2,42.32037698,-72.65361432,80.70975625,20,8.02,17.2,11.13001994,157.1717373,0.2159,8.9,204,NA,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USR,01URSU21,macros,"warm, mostly cloudy",13:50:00,2021-06-02T17:50:00Z,USR,1,42.31916,-72.65471,88,24,7.56,15.8,10.58,158,0.015,7.4,119.1,NA,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.UFR,01URSU21,macros,"warm, mostly cloudy",14:06:00,2021-06-02T18:06:00Z,UFR,1,42.31942,-72.6547,53,36.5,7.56,15.4,10.58,83,0.001,8.3,119.1,NA,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.UM,01URSU21,macros,"warm, mostly cloudy",14:20:00,2021-06-02T18:20:00Z,UM,1,42.3193,-72.65471,34,32,7.54,15.7,10.59,122,0.6,6,114.6,NA,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USH,01URSU21,macros,"warm, mostly cloudy",14:51:00,2021-06-02T18:51:00Z,USH,1,42.32045,-71.363,51,21,7.54,15.6,10.64,138,0.464,5.6,108.5,NA,NA,NA,NA
2021-06-02,2021,Summer,Upstream,01URSU21.USU,01URSU21,macros,"warm, mostly cloudy",14:41:00,2021-06-02T18:41:00Z,USU,1,42.32039,-71.352,72,21,7.54,15.6,10.68,226,0.272,6.4,107.6,NA,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSR,01DRSU21,macros,"warm, partly to mostly cloudy",13:33:00,2021-06-03T17:33:00Z,DSR,1,42.31493,-72.64104,60,12.9,7.46,17.1,10.37,143,0.298,7.8,125.1,NA,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DFR,01DRSU21,macros,"warm, partly to mostly cloudy",13:45:00,2021-06-03T17:45:00Z,DFR,1,42.31505,-72.64116,45,14.75,7.46,17,10.29,113,0.213,8.6,122.5,NA,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DM,01DRSU21,macros,"warm, partly to mostly cloudy",14:03:00,2021-06-03T18:03:00Z,DM,1,42.31517,-72.64103,65,26,7.42,16.9,10.31,250,0.216,8.6,121.9,NA,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSH,01DRSU21,macros,"warm, partly to mostly cloudy",14:11:00,2021-06-03T18:11:00Z,DSH,1,42.31523,-72.64107,48,18,7.42,17.1,10.29,60,0.59,10,122.1,NA,NA,NA,NA
2021-06-03,2021,Summer,Downstream,01DRSU21.DSP,01DRSU21,macros,"warm, partly to mostly cloudy",14:23:00,2021-06-03T18:23:00Z,DSP,1,42.31524,-72.64074,75,12,7.42,16.9,10.37,253,0.233,9.6,122.9,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USR,02URSU21,macros,"hot, mostly sunny",09:58:00,2021-06-07T13:58:00Z,USR,1,42.37918,-72.65487,45,21,7.54,20.1,9.49,74,0,7.7,150.7,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USR,02URSU21,macros,"hot, mostly sunny",10:06:00,2021-06-07T14:06:00Z,USR,2,42.37926,-72.65485,49,18,7.51,20.1,9.54,98,0,8.8,149.2,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UFR,02URSU21,macros,"hot, mostly sunny",10:45:00,2021-06-07T14:45:00Z,UFR,1,42.37922,-72.65469,55,25,7.56,20.4,9.58,57,0.001,9.2,147.7,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UFR,02URSU21,macros,"hot, mostly sunny",11:00:00,2021-06-07T15:00:00Z,UFR,2,42.37917,-72.65474,52,31,7.6,20.5,9.64,42,0,9.3,145.3,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UM,02URSU21,macros,"hot, mostly sunny",10:20:00,2021-06-07T14:20:00Z,UM,1,42.37924,-72.6548,47,13,7.56,20.3,9.59,137,0.705,9.6,146.3,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.UM,02URSU21,macros,"hot, mostly sunny",10:39:00,2021-06-07T14:39:00Z,UM,2,42.37927,-72.65484,49,12,7.53,20.4,9.61,186,0.326,10.1,144.9,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USH,02URSU21,macros,"hot, mostly sunny",11:37:00,2021-06-07T15:37:00Z,USH,1,42.372026,-72.6536,38,22,7.66,21,9.65,205,0.221,8.6,131.8,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USH,02URSU21,macros,"hot, mostly sunny",11:48:00,2021-06-07T15:48:00Z,USH,2,42.372054,-72.65371,67,22.5,7.68,21.2,9.6,131,0.023,9.2,131.4,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USU,02URSU21,macros,"hot, mostly sunny",11:12:00,2021-06-07T15:12:00Z,USU,1,42.37204,-72.65362,61,7,7.69,21.3,9.67,1253,0.034,12.9,133.8,NA,NA,NA,NA
2021-06-07,2021,Summer,Upstream,02URSU21.USU,02URSU21,macros,"hot, mostly sunny",11:26:00,2021-06-07T15:26:00Z,USU,2,42.37204,-72.6536,71,22,7.68,21,9.66,791,0.182,7.9,132.4,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSR,02DRSU21,macros,"hot, mostly sunny",10:07:00,2021-06-08T14:07:00Z,DSR,1,42.31495,-72.64122,39,21.5,7.31,21.3,8.83,461,0.093,9.9,149.3,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSR,02DRSU21,macros,"hot, mostly sunny",10:07:00,2021-06-08T14:07:00Z,DSR,2,42.31474,-72.64067,39,22,7.32,23.2,8.82,609,0.062,10.5,142.2,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DFR,02DRSU21,macros,"hot, mostly sunny",10:30:00,2021-06-08T14:30:00Z,DFR,1,42.31512,-72.64117,64,21,7.28,21.6,8.82,1087,0.221,10.6,139.1,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DFR,02DRSU21,macros,"hot, mostly sunny",10:30:00,2021-06-08T14:30:00Z,DFR,2,42.31512,-72.64116,46,25.1,7.27,23.5,8.81,1129,0.174,7.4,148.1,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DM,02DRSU21,macros,"hot, mostly sunny",11:12:00,2021-06-08T15:12:00Z,DM,1,42.31519,-72.64107,44,20.5,7.31,23.2,8.72,185,0.069,15.6,146.6,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DM,02DRSU21,macros,"hot, mostly sunny",11:12:00,2021-06-08T15:12:00Z,DM,2,42.31511,-72.64111,64,16.5,7.27,23.1,8.72,182,0.096,10.9,142.1,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSH,02DRSU21,macros,"hot, mostly sunny",11:38:00,2021-06-08T15:38:00Z,DSH,1,42.31532,-72.64117,51,14.4,7.3,24,8.79,36,0.391,10.2,144.8,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSH,02DRSU21,macros,"hot, mostly sunny",11:38:00,2021-06-08T15:38:00Z,DSH,2,42.31528,-72.64116,56,18.5,7.29,23.8,8.82,66,0.408,15.2,148.6,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSP,02DRSU21,macros,"hot, mostly sunny",12:00:00,2021-06-08T16:00:00Z,DSP,1,42.31533,-72.64107,47,5,7.23,23.4,8.69,203,0.294,10.8,144.5,NA,NA,NA,NA
2021-06-08,2021,Summer,Downstream,02DRSU21.DSP,02DRSU21,macros,"hot, mostly sunny",12:00:00,2021-06-08T16:00:00Z,DSP,2,42.3153,-72.64091,63,7.5,7.22,23.3,8.74,904,0.313,9.6,149.6,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USR,03URSU21,macros,"warm, sunny",13:46:00,2021-06-10T17:46:00Z,USR,1,42.31924,-72.65481,47,21.5,7.6,21.8,9.64,132,0,14.2,152.4,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USR,03URSU21,macros,"warm, sunny",13:46:00,2021-06-10T17:46:00Z,USR,2,42.31923,-72.65476,60,29,7.76,21.8,9.65,177,0.002,16.1,151,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.UFR,03URSU21,macros,"warm, sunny",14:12:00,2021-06-10T18:12:00Z,UFR,1,42.31922,-72.65427,61,32,7.77,21.9,9.6,1327,0.059,8.4,147.7,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.UFR,03URSU21,macros,"warm, sunny",14:22:00,2021-06-10T18:22:00Z,UFR,2,42.31943,-72.65487,70,29.5,7.74,22,9.56,1255,0.2,8.1,148,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.UM,03URSU21,macros,"warm, sunny",14:31:00,2021-06-10T18:31:00Z,UM,1,42.31932,-72.65485,58,14,7.78,22,9.51,1190,0.51,8.2,144.9,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.UM,03URSU21,macros,"warm, sunny",14:43:00,2021-06-10T18:43:00Z,UM,2,42.31934,-72.65477,53,12,7.78,22.1,9.49,1248,0.31,5.5,144.1,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USH,03URSU21,macros,"warm, sunny",15:06:00,2021-06-10T19:06:00Z,USH,1,42.32046,-72.65364,65,25.5,7.74,22.1,9.33,350,0.241,7.5,135.7,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USH,03URSU21,macros,"warm, sunny",15:17:00,2021-06-10T19:17:00Z,USH,2,42.3205,-72.65368,64,19.9,7.71,22.1,9.29,25,0.003,8.9,136.8,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USU,03URSU21,macros,"warm, sunny",14:52:00,2021-06-10T18:52:00Z,USU,1,42.32034,-72.65356,52,15,7.74,21.9,9.38,1001,0.211,9.3,137,NA,NA,NA,NA
2021-06-10,2021,Summer,Upstream,03URSU21.USU,03URSU21,macros,"warm, sunny",15:03:00,2021-06-10T19:03:00Z,USU,2,42.32035,-72.65368,74,17.5,7.75,22.1,9.36,1227,0.143,7.3,135.8,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSR,03DRSU21,macros,"warm, sunny",13:35:00,2021-06-11T17:35:00Z,DSR,1,42.31496,-72.6411,48,14.5,7.39,20.7,9.24,63,0,10.6,155.6,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSR,03DRSU21,macros,mostly cloudy,13:38:00,2021-06-11T17:38:00Z,DSR,2,42.31502,-72.64119,30,19.5,7.4,20.7,9.24,103,0,9.7,152.5,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DFR,03DRSU21,macros,mostly cloudy,13:59:00,2021-06-11T17:59:00Z,DFR,1,42.3157,-72.64111,53,16.5,7.38,20.8,9.28,166,0.094,8.4,152.1,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DFR,03DRSU21,macros,mostly cloudy,14:02:00,2021-06-11T18:02:00Z,DFR,2,42.31506,-72.64117,47,20.5,7.37,20.8,9.31,149,0.02,7.7,151.5,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DM,03DRSU21,macros,mostly cloudy,14:20:00,2021-06-11T18:20:00Z,DM,1,42.31523,-72.64112,58,14.5,7.35,20.5,9.32,402,0.08,9.2,152.4,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DM,03DRSU21,macros,mostly cloudy,14:25:00,2021-06-11T18:25:00Z,DM,2,42.31499,-72.64115,74,16,7.34,20.6,9.32,297,0.083,9,153,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSH,03DRSU21,macros,mostly cloudy,14:35:00,2021-06-11T18:35:00Z,DSH,1,42.31527,-72.64117,34,14,7.35,20.6,9.32,124,0.483,8.2,151.5,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSH,03DRSU21,macros,mostly cloudy,14:40:00,2021-06-11T18:40:00Z,DSH,2,42.3153,-72.6412,42,18,7.34,20.7,9.31,57,0.437,10.3,151.7,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSP,03DRSU21,macros,mostly cloudy,15:55:00,2021-06-11T19:55:00Z,DSP,1,42.31539,-72.6411,51,4.5,7.36,20.1,9.38,209,0.139,8.4,152.2,NA,NA,NA,NA
2021-06-11,2021,Summer,Downstream,03DRSU21.DSP,03DRSU21,macros,mostly cloudy,15:58:00,2021-06-11T19:58:00Z,DSP,2,42.31556,-72.64098,45,11.5,7.36,20.4,9.33,250,0.238,10,150.1,NA,NA,NA,NA
2021-09-22,2021,Fall,Upstream,01URFA21.USR,01URFA21,macros,"cloudy, few sprinkles",14:26:00,2021-09-22T18:26:00Z,USR,1,NA,NA,NA,19,7.79,18.9,10.31,94,0.005,9.5,143.6,NA,NA,NA,NA
2021-09-22,2021,Fall,Upstream,01URFA21.UFR,01URFA21,macros,"cloudy, few sprinkles",14:30:00,2021-09-22T18:30:00Z,UFR,1,NA,NA,NA,29.3,7.8,18.3,10.37,40,0.006,10.5,141.5,NA,NA,NA,NA
2021-09-22,2021,Fall,Upstream,01URFA21.UM,01URFA21,macros,"cloudy, few sprinkles",14:20:00,2021-09-22T18:20:00Z,UM,1,NA,NA,NA,25,7.83,18.5,10.38,112,0.279,5.1,148.8,NA,NA,NA,NA
2021-09-22,2021,Fall,Upstream,01URFA21.USH,01URFA21,macros,"cloudy, few sprinkles",15:03:00,2021-09-22T19:03:00Z,USH,1,NA,NA,NA,20.5,7.72,19.6,9.65,32,0.695,4.6,128.1,NA,NA,NA,NA
2021-09-22,2021,Fall,Upstream,01URFA21.USU,01URFA21,macros,"cloudy, few sprinkles",15:00:00,2021-09-22T19:00:00Z,USU,1,NA,NA,NA,30,7.77,19.6,9.99,132,0.217,2.9,126.9,NA,NA,NA,NA
2021-09-23,2021,Fall,Downstream,01DRFA21.DSR,01DRFA21,macros,partly cloudy,14:00:00,2021-09-23T18:00:00Z,DSR,1,NA,NA,NA,24,7.46,20.5,9.73,53,NA,8.7,144.9,NA,NA,NA,"flow mater not zeroed, no time to fix"
2021-09-23,2021,Fall,Downstream,01DRFA21.DFR,01DRFA21,macros,partly cloudy,14:10:00,2021-09-23T18:10:00Z,DFR,1,NA,NA,NA,12.5,7.42,20.8,9.6,50,NA,7.5,140.4,NA,NA,NA,"flow mater not zeroed, no time to fix"
2021-09-23,2021,Fall,Downstream,01DRFA21.DM,01DRFA21,macros,partly cloudy,14:16:00,2021-09-23T18:16:00Z,DM,1,NA,NA,NA,19,7.43,20.3,9.67,192,NA,2.9,140.1,NA,NA,NA,"flow mater not zeroed, no time to fix"
2021-09-23,2021,Fall,Downstream,01DRFA21.DSH,01DRFA21,macros,partly cloudy,14:20:00,2021-09-23T18:20:00Z,DSH,1,NA,NA,NA,30,7.44,20.3,9.76,54,NA,6.2,141,NA,NA,NA,"flow mater not zeroed, no time to fix"
2021-09-23,2021,Fall,Downstream,01DRFA21.DSP,01DRFA21,macros,partly cloudy,14:26:00,2021-09-23T18:26:00Z,DSP,1,NA,NA,NA,14,7.4,20.1,9.64,235,0.126,NA,NA,NA,NA,NA,vial broke
2021-09-28,2021,Fall,Downstream,02DRFA21.DSR,02DRFA21,macros,rainy,14:15:00,2021-09-28T18:15:00Z,DSR,1,NA,NA,NA,39,7.29,16.4,NA,NA,NA,7.5,132,NA,NA,NA,NA
2021-09-28,2021,Fall,Downstream,02DRFA21.DFR,02DRFA21,macros,rainy,13:55:00,2021-09-28T17:55:00Z,DFR,1,NA,NA,NA,15,7.32,16.9,NA,NA,NA,8.3,134.3,NA,NA,NA,NA
2021-09-28,2021,Fall,Downstream,02DRFA21.DM,02DRFA21,macros,rainy,14:10:00,2021-09-28T18:10:00Z,DM,1,NA,NA,NA,28.5,7.28,16.4,NA,NA,NA,8.1,126.2,NA,NA,NA,NA
2021-09-28,2021,Fall,Downstream,02DRFA21.DSH,02DRFA21,macros,rainy,14:00:00,2021-09-28T18:00:00Z,DSH,1,NA,NA,NA,30,7.28,16.4,NA,NA,NA,7.9,132.2,NA,NA,NA,NA
2021-09-28,2021,Fall,Downstream,02DRFA21.DSP,02DRFA21,macros,rainy,14:05:00,2021-09-28T18:05:00Z,DSP,1,NA,NA,NA,10,7.29,16.2,NA,NA,NA,7.4,132.1,NA,NA,NA,NA
2021-09-29,2021,Fall,Downstream,03DRFA21.DSR,03DRFA21,macros,cloudy,13:50:00,2021-09-29T17:50:00Z,DSR,1,NA,NA,NA,21,7.43,16.2,10.61,42,0.004,21.1,135.9,NA,NA,NA,NA
2021-09-29,2021,Fall,Downstream,03DRFA21.DFR,03DRFA21,macros,cloudy,14:05:00,2021-09-29T18:05:00Z,DFR,1,NA,NA,NA,18,7.38,15.8,10.47,55,0.489,8.6,131.3,NA,NA,NA,they were more in the DSH area than DFR
2021-09-29,2021,Fall,Downstream,03DRFA21.DM,03DRFA21,macros,cloudy,13:58:00,2021-09-29T17:58:00Z,DM,1,NA,NA,NA,27,7.38,15.5,10.61,593,0.334,5,131,NA,NA,NA,NA
2021-09-29,2021,Fall,Downstream,03DRFA21.DSH,03DRFA21,macros,cloudy,14:13:00,2021-09-29T18:13:00Z,DSH,1,NA,NA,NA,20,7.43,16.1,10.72,36,0.025,12.9,136.1,NA,NA,NA,NA
2021-09-29,2021,Fall,Downstream,03DRFA21.DSP,03DRFA21,macros,cloudy,14:20:00,2021-09-29T18:20:00Z,DSP,1,NA,NA,NA,19.5,7.38,15.1,10.56,73,0.204,5.9,131.1,NA,NA,NA,NA
2021-09-30,2021,Fall,Upstream,02URFA21.USR,02URFA21,macros,cloudy,14:03:00,2021-09-30T18:03:00Z,USR,1,42.31927,-72.65476,66,20.5,7.65,14.3,11.23,82,0.039,6.9,135.6,NA,NA,NA,NA
2021-09-30,2021,Fall,Upstream,02URFA21.UFR,02URFA21,macros,cloudy,14:11:00,2021-09-30T18:11:00Z,UFR,1,42.31925,-72.65462,40,32,7.68,14.2,11.26,44,0.08,7.3,136.4,NA,NA,NA,NA
2021-09-30,2021,Fall,Upstream,02URFA21.UM,02URFA21,macros,cloudy,13:52:00,2021-09-30T17:52:00Z,UM,1,42.31932,-72.6548,65,27,7.72,14.6,11.27,125,0.256,7.6,133.2,NA,NA,NA,NA
2021-09-30,2021,Fall,Upstream,02URFA21.USH,02URFA21,macros,cloudy,14:40:00,2021-09-30T18:40:00Z,USH,1,42.32044,-72.6537,75,29.5,7.7,14.2,11.21,17,0.155,7.8,123.8,NA,NA,NA,NA
2021-09-30,2021,Fall,Upstream,02URFA21.USU,02URFA21,macros,cloudy,14:50:00,2021-09-30T18:50:00Z,USU,1,42.32044,-72.65373,101,22,7.69,14,11.22,69,0.09,6,124,NA,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USR,01URSU22,macros,mostly sunny,13:40:00,2022-05-31T17:40:00Z,USR,1,41.31922,-72.63481,NA,21.8,7.83,21.6,9.71,116,0,4.1,77.2,0.9,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USR,01URSU22,macros,mostly sunny,13:40:00,2022-05-31T17:40:00Z,USR,2,41.3192,-72.6348,NA,18,7.86,21.6,9.61,170,0,4.5,76.6,0.8,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.UFR,01URSU22,macros,mostly sunny,13:57:00,2022-05-31T17:57:00Z,UFR,1,41.31924,-72.63453,NA,22.5,7.83,22,9.49,26,0.001,2.2,77.6,0.8,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.UFR,01URSU22,macros,mostly sunny,14:01:00,2022-05-31T18:01:00Z,UFR,2,41.31957,-72.6343,NA,38,7.82,21.9,9.57,26,0.036,4.1,77.2,0.8,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.UM,01URSU22,macros,mostly sunny,13:00:00,2022-05-31T17:00:00Z,UM,1,41.31936,-72.63478,NA,22.5,7.91,21.3,9.66,586,0.5,2.7,77.2,0.9,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.UM,01URSU22,macros,mostly sunny,13:00:00,2022-05-31T17:00:00Z,UM,2,41.31937,-72.63476,NA,26,7.91,21.4,9.75,306,0.301,2.8,76.2,0.9,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USH,01URSU22,macros,mostly sunny,15:03:00,2022-05-31T19:03:00Z,USH,1,41.32046,-72.65362,NA,21,7.72,22.3,9.23,171,0.198,1.4,69.7,0.8,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USH,01URSU22,macros,mostly sunny,15:03:00,2022-05-31T19:03:00Z,USH,2,41.32051,-72.65368,NA,21.5,7.71,22.3,9.23,594,0.126,3.6,69.9,0.8,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USU,01URSU22,macros,mostly sunny,14:40:00,2022-05-31T18:40:00Z,USU,1,41.32028,-72.65368,NA,11.9,7.78,23,9.16,1257,0.215,3.6,70.5,0.7,NA,NA,NA
2022-05-31,2022,Summer,Upstream,01URSU22.USU,01URSU22,macros,mostly sunny,14:43:00,2022-05-31T18:43:00Z,USU,2,41.32037,-72.65365,NA,27.5,7.8,22.4,9.18,756,0.261,1.9,68.8,0.7,NA,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSR,01DRSU22,macros,"cloudy, some showers",12:28:00,2022-06-01T16:28:00Z,DSR,1,42.31509,-72.64105,NA,17,7.4,20,9.25,110,0.036,7.2,78.2,1.1,NA,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DFR,01DRSU22,macros,"cloudy, some showers",12:37:00,2022-06-01T16:37:00Z,DFR,1,42.31513,-72.64115,NA,16.5,7.38,20,9.27,100,0.123,6,76.5,0.9,NA,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DM,01DRSU22,macros,"cloudy, some showers",12:50:00,2022-06-01T16:50:00Z,DM,1,42.31513,-72.64111,NA,20.5,7.38,19.7,9.18,101,0.043,6.3,76.7,0.8,NA,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSH,01DRSU22,macros,"cloudy, some showers",12:56:00,2022-06-01T16:56:00Z,DSH,1,42.31534,-72.64114,NA,12,7.37,19.6,9.23,27,0.261,5,77.1,0.8,NA,NA,NA
2022-06-01,2022,Summer,Downstream,01DRSU22.DSP,01DRSU22,macros,"cloudy, some showers",13:11:00,2022-06-01T17:11:00Z,DSP,1,42.31548,-72.6411,NA,15,7.36,19.6,9.17,131,0.278,6.2,75.9,0.8,NA,NA,NA
2022-06-06,2022,Summer,Upstream,02URSU22.USR,02URSU22,macros,sunny,14:00:00,2022-06-06T18:00:00Z,USR,1,42.31925,-72.65481,NA,20.5,7.7,19.1,9.81,123,0,13.7,86.4,1,NA,NA,NA
2022-06-06,2022,Summer,Upstream,02URSU22.USR,02URSU22,macros,sunny,14:02:00,2022-06-06T18:02:00Z,USR,2,42.31924,-72.65484,NA,19,NA,NA,9.94,122,0,NA,NA,NA,NA,NA,NA
